Near_Miss_ID,Date,Refinery_Unit,Equipment_ID,Work_Type,Department,Near_Miss_Description,PPE_NonCompliance,Supervisor_Negligence,Maintenance_Delay_or_Issue,Repeated_Issue_Ignored,Previous_Similar_Reports,Immediate_Cause,Potential_Consequence,Risk_Level,Corrective_Action,Action_Status,High_Potential_Near_Miss,source_sheet
11_4-098,2026-05-08,Sulfur Recovery Unit,GD-22,Work at Height,Electrical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Supervisor observed missing PPE but allowed work to continue | Gas detector gave intermittent readings and maintenance ticket remained open | Pump leakage had been reported twice previously,True,True,True,True,0,Unsafe condition,Lost-time injury,Low,Escalate recurring issue to HSE and management,Overdue,0,11_4Factor_All
11_4-099,2024-09-04,Utilities,TK-302,Breakdown Maintenance,Instrumentation,Maintenance worker handled chemical line without chemical-resistant gloves | Abnormal equipment vibration was reported but operation continued | Gas detector gave intermittent readings and maintenance ticket remained open | Pump leakage had been reported twice previously,True,True,True,True,4,Inadequate supervision,Lost-time injury,High,Escalate recurring issue to HSE and management,In Progress,0,11_4Factor_All
11_4-100,2025-03-23,Loading Bay,P-305,Work at Height,Mechanical Maintenance,Technician performed grinding without face shield | Maintenance continued without confirmed isolation | Damaged electrical cable received only temporary protection | Compressor abnormal vibration had been reported three times,True,True,True,True,4,Unsafe act,Fire,High,Stop work and enforce PPE,Open,0,11_4Factor_All
12_H-001,2025-03-23,FCC,E-101,Work at Height,Mechanical Maintenance,Worker bypassed mandatory PPE because task was considered short | Maintenance continued without confirmed isolation | Hydrocarbon leakage from process pipeline flange remained pending for repair | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,4,Unsafe condition,Multiple casualties and major fire,Critical,Implement permanent corrective action,In Progress,1,12_High_Potential
12_H-002,2024-10-31,Maintenance Area,GD-22,Preventive Maintenance,Operations,Worker removed gloves during maintenance and continued work | Welding continued near hydrocarbon equipment without adequate controls | Gas detector gave intermittent readings and maintenance ticket remained open | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,0,Deferred maintenance,Multiple casualties and major fire,High,Escalate recurring issue to HSE and management,Open,1,12_High_Potential
12_H-003,2024-04-19,VDU,E-101,Routine Operation,Instrumentation,Welder worked without fire-resistant clothing | Confined-space work continued without continuous attendant supervision | Pressure gauge malfunction remained awaiting replacement | Compressor abnormal vibration had been reported three times,True,True,True,True,0,Unsafe act,Toxic gas release affecting multiple workers,High,Review permit and JSA,Open,1,12_High_Potential
12_H-004,2024-08-03,Maintenance Area,GD-22,Routine Operation,Operations,Contractor used damaged safety shoes | Lifting operation continued despite unsafe weather conditions | Emergency shutdown button was defective and replacement was delayed | Gas detector abnormal readings had generated repeated reports,True,True,True,True,1,Inadequate supervision,Major equipment rupture with fire escalation,High,Complete overdue inspection,Overdue,1,12_High_Potential
12_H-005,2025-09-20,Loading Bay,PSV-114,Breakdown Maintenance,Mechanical Maintenance,Worker worked at height without connecting safety harness | Minor leakage was observed but work was allowed to continue | Pressure safety valve inspection was overdue | Compressor abnormal vibration had been reported three times,True,True,True,True,1,Corrective action not closed,Major equipment rupture with fire escalation,High,Complete overdue inspection,Open,1,12_High_Potential
12_H-006,2026-07-09,Hydrogen Unit,P-204,Work at Height,Contractor,Worker entered process area without safety helmet | Lifting operation continued despite unsafe weather conditions | Pressure gauge malfunction remained awaiting replacement | Poor lighting had been reported repeatedly,True,True,True,True,0,Procedure not followed,Toxic gas release affecting multiple workers,Critical,Implement permanent corrective action,Closed,1,12_High_Potential
12_H-007,2025-04-23,VDU,CDU-LINE-14,Hot Work,Mechanical Maintenance,Contractor used damaged safety shoes | Minor leakage was observed but work was allowed to continue | Gas detector gave intermittent readings and maintenance ticket remained open | Poor lighting had been reported repeatedly,True,True,True,True,2,Corrective action not closed,Toxic gas release affecting multiple workers,Critical,Repair/replace defective equipment,Overdue,1,12_High_Potential
12_H-008,2025-03-19,Hydrogen Unit,CDU-LINE-14,Work at Height,Electrical Maintenance,Contractor used damaged safety shoes | Abnormal equipment vibration was reported but operation continued | Pressure safety valve inspection was overdue | Loose flange had been reported during two previous rounds,True,True,True,True,4,Equipment degradation,Toxic gas release affecting multiple workers,Critical,Increase supervisory monitoring,Open,1,12_High_Potential
12_H-009,2025-04-05,CDU,P-204,Breakdown Maintenance,Electrical Maintenance,Worker entered process area without safety helmet | Minor leakage was observed but work was allowed to continue | Pressure safety valve inspection was overdue | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,3,Deferred maintenance,Toxic gas release affecting multiple workers,Critical,Increase supervisory monitoring,In Progress,1,12_High_Potential
12_H-010,2025-01-01,CDU,TK-302,Work at Height,Mechanical Maintenance,Technician performed grinding without face shield | Welding continued near hydrocarbon equipment without adequate controls | Cooling-water restriction remained unresolved | Loose flange had been reported during two previous rounds,True,True,True,True,1,Deferred maintenance,Explosion with multiple potential fatalities,High,Escalate recurring issue to HSE and management,Closed,1,12_High_Potential
12_H-011,2026-07-09,Loading Bay,C-204,Preventive Maintenance,HSE,Worker removed gloves during maintenance and continued work | Hot work continued before required gas test was completed | Gas detector gave intermittent readings and maintenance ticket remained open | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,4,Equipment degradation,Multiple casualties and major fire,High,Review permit and JSA,Overdue,1,12_High_Potential
12_H-012,2024-11-21,VDU,E-101,Breakdown Maintenance,HSE,Maintenance worker handled chemical line without chemical-resistant gloves | Welding continued near hydrocarbon equipment without adequate controls | Hydrocarbon leakage from process pipeline flange remained pending for repair | Oil accumulation near pump had generated repeated housekeeping complaints,True,True,True,True,3,Inadequate supervision,Multiple casualties and major fire,Critical,Escalate recurring issue to HSE and management,Overdue,1,12_High_Potential
12_H-013,2024-08-30,Loading Bay,E-207,Routine Operation,Electrical Maintenance,Welder worked without fire-resistant clothing | Supervisor observed missing PPE but allowed work to continue | Repeated mechanical seal leakage was deferred to shutdown | Pump leakage had been reported twice previously,True,True,True,True,3,Equipment degradation,Multiple casualties and major fire,Critical,Stop work and enforce PPE,Open,1,12_High_Potential
12_H-014,2025-04-26,Maintenance Area,P-101,Confined Space,Electrical Maintenance,Contractor used damaged safety shoes | Confined-space work continued without continuous attendant supervision | Pressure safety valve inspection was overdue | Loose flange had been reported during two previous rounds,True,True,True,True,2,Equipment degradation,Toxic gas release affecting multiple workers,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-015,2026-05-19,Sulfur Recovery Unit,GD-22,Confined Space,Mechanical Maintenance,Worker entered noisy compressor area without hearing protection | Abnormal equipment vibration was reported but operation continued | Pump abnormal vibration inspection was postponed | Pump leakage had been reported twice previously,True,True,True,True,1,Unsafe condition,Multiple casualties and major fire,High,Stop work and enforce PPE,In Progress,1,12_High_Potential
12_H-016,2026-01-11,Hydrotreating Unit,V-110,Confined Space,Electrical Maintenance,Worker removed gloves during maintenance and continued work | Supervisor observed missing PPE but allowed work to continue | Hydrocarbon leakage from process pipeline flange remained pending for repair | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,0,Equipment degradation,Multiple casualties and major fire,Critical,Repair/replace defective equipment,In Progress,1,12_High_Potential
12_H-017,2025-08-20,Loading Bay,C-102,Material Handling,Contractor,Technician performed grinding without face shield | Maintenance continued without confirmed isolation | Cooling-water restriction remained unresolved | Gas detector abnormal readings had generated repeated reports,True,True,True,True,4,Deferred maintenance,Major equipment rupture with fire escalation,High,Complete overdue inspection,Closed,1,12_High_Potential
12_H-018,2026-03-02,VDU,P-204,Material Handling,Operations,Maintenance worker handled chemical line without chemical-resistant gloves | Hot work continued before required gas test was completed | Pressure safety valve inspection was overdue | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,0,Unsafe condition,Major hydrocarbon release followed by flash fire,High,Stop work and enforce PPE,In Progress,1,12_High_Potential
12_H-019,2025-04-24,Loading Bay,P-204,Breakdown Maintenance,Mechanical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Work continued after permit expiry | Pump abnormal vibration inspection was postponed | Loose flange had been reported during two previous rounds,True,True,True,True,1,Inadequate supervision,Major hydrocarbon release followed by flash fire,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-020,2026-06-07,Tank Farm,P-204,Preventive Maintenance,Mechanical Maintenance,Contractor used damaged safety shoes | Welding continued near hydrocarbon equipment without adequate controls | Pump abnormal vibration inspection was postponed | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,3,Unsafe act,Major hydrocarbon release followed by flash fire,High,Review permit and JSA,In Progress,1,12_High_Potential
12_H-021,2024-09-30,Utilities,C-102,Breakdown Maintenance,Instrumentation,Worker selected unsuitable respiratory protection for task | Minor leakage was observed but work was allowed to continue | Emergency shutdown button was defective and replacement was delayed | Loose flange had been reported during two previous rounds,True,True,True,True,2,Procedure not followed,Explosion with multiple potential fatalities,High,Review permit and JSA,Closed,1,12_High_Potential
12_H-022,2024-02-24,Utilities,P-305,Hot Work,HSE,Welder worked without fire-resistant clothing | Lifting operation continued despite unsafe weather conditions | Pump abnormal vibration inspection was postponed | Pump leakage had been reported twice previously,True,True,True,True,3,Procedure not followed,Major hydrocarbon release followed by flash fire,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-023,2024-04-21,VDU,E-207,Preventive Maintenance,Electrical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Hot work continued before required gas test was completed | Corrosion on process pipeline was identified but repair was deferred | Compressor abnormal vibration had been reported three times,True,True,True,True,0,Unsafe condition,Major hydrocarbon release followed by flash fire,Critical,Escalate recurring issue to HSE and management,Overdue,1,12_High_Potential
12_H-024,2025-02-05,Maintenance Area,C-204,Routine Operation,Operations,Technician performed grinding without face shield | Welding continued near hydrocarbon equipment without adequate controls | Pressure safety valve inspection was overdue | Oil accumulation near pump had generated repeated housekeeping complaints,True,True,True,True,1,Unsafe condition,Explosion with multiple potential fatalities,Critical,Escalate recurring issue to HSE and management,Overdue,1,12_High_Potential
12_H-025,2026-01-26,CDU,FCC-LINE-08,Material Handling,Instrumentation,Maintenance worker handled chemical line without chemical-resistant gloves | Maintenance continued without confirmed isolation | Cooling-water restriction remained unresolved | Compressor abnormal vibration had been reported three times,True,True,True,True,1,Inadequate supervision,Major hydrocarbon release followed by flash fire,Critical,Stop work and enforce PPE,In Progress,1,12_High_Potential
12_H-026,2024-09-27,VDU,P-101,Routine Operation,HSE,Worker worked at height without connecting safety harness | Supervisor observed missing PPE but allowed work to continue | Repeated mechanical seal leakage was deferred to shutdown | Loose flange had been reported during two previous rounds,True,True,True,True,3,Equipment degradation,Toxic gas release affecting multiple workers,High,Complete overdue inspection,In Progress,1,12_High_Potential
12_H-027,2025-06-21,Hydrotreating Unit,FCC-LINE-08,Material Handling,Electrical Maintenance,Worker worked at height without connecting safety harness | Hot work continued before required gas test was completed | Pump abnormal vibration inspection was postponed | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,2,Inadequate supervision,Major equipment rupture with fire escalation,Critical,Review permit and JSA,Open,1,12_High_Potential
12_H-028,2026-04-27,Utilities,GD-22,Inspection,Contractor,Welder worked without fire-resistant clothing | Lifting operation continued despite unsafe weather conditions | Damaged electrical cable received only temporary protection | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,3,Unsafe condition,Major hydrocarbon release followed by flash fire,High,Complete overdue inspection,Overdue,1,12_High_Potential
12_H-029,2024-02-01,Loading Bay,E-101,Breakdown Maintenance,Electrical Maintenance,Worker bypassed mandatory PPE because task was considered short | Repeated contractor PPE violations were not escalated | Cooling-water restriction remained unresolved | Poor lighting had been reported repeatedly,True,True,True,True,0,Equipment degradation,Explosion with multiple potential fatalities,High,Complete overdue inspection,Closed,1,12_High_Potential
12_H-030,2025-02-04,Tank Farm,CDU-LINE-14,Work at Height,Electrical Maintenance,Welder worked without fire-resistant clothing | Confined-space work continued without continuous attendant supervision | Corrosion on process pipeline was identified but repair was deferred | Pump leakage had been reported twice previously,True,True,True,True,4,Unsafe act,Toxic gas release affecting multiple workers,High,Stop work and enforce PPE,Overdue,1,12_High_Potential
12_H-031,2026-08-07,VDU,PSV-114,Hot Work,Operations,Worker selected unsuitable respiratory protection for task | Maintenance continued without confirmed isolation | Damaged electrical cable received only temporary protection | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,4,Deferred maintenance,Explosion with multiple potential fatalities,Critical,Stop work and enforce PPE,In Progress,1,12_High_Potential
12_H-032,2024-10-16,FCC,V-110,Hot Work,HSE,Worker entered process area without safety helmet | Work continued after permit expiry | Pressure safety valve inspection was overdue | Pump leakage had been reported twice previously,True,True,True,True,3,Equipment degradation,Explosion with multiple potential fatalities,High,Increase supervisory monitoring,In Progress,1,12_High_Potential
12_H-033,2024-03-29,Sulfur Recovery Unit,C-102,Confined Space,Instrumentation,Worker worked at height without connecting safety harness | Welding continued near hydrocarbon equipment without adequate controls | Gas detector gave intermittent readings and maintenance ticket remained open | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,0,Deferred maintenance,Toxic gas release affecting multiple workers,High,Stop work and enforce PPE,Closed,1,12_High_Potential
12_H-034,2026-07-31,Hydrotreating Unit,P-305,Confined Space,HSE,Worker bypassed mandatory PPE because task was considered short | Confined-space work continued without continuous attendant supervision | Pressure gauge malfunction remained awaiting replacement | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,3,Unsafe condition,Major hydrocarbon release followed by flash fire,High,Complete overdue inspection,Closed,1,12_High_Potential
12_H-035,2024-03-28,Tank Farm,TK-302,Work at Height,HSE,Worker bypassed mandatory PPE because task was considered short | Work continued after permit expiry | Damaged electrical cable received only temporary protection | Gas detector abnormal readings had generated repeated reports,True,True,True,True,3,Equipment degradation,Major equipment rupture with fire escalation,High,Implement permanent corrective action,Closed,1,12_High_Potential
12_H-036,2025-04-24,VDU,PSV-114,Breakdown Maintenance,HSE,Contractor used damaged safety shoes | Work continued after permit expiry | Gas detector gave intermittent readings and maintenance ticket remained open | Emergency shower low pressure had been reported repeatedly,True,True,True,True,3,Inadequate supervision,Toxic gas release affecting multiple workers,High,Increase supervisory monitoring,In Progress,1,12_High_Potential
12_H-037,2025-08-17,CDU,E-101,Material Handling,Operations,Worker worked at height without connecting safety harness | Abnormal equipment vibration was reported but operation continued | Damaged electrical cable received only temporary protection | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,2,Unsafe act,Toxic gas release affecting multiple workers,High,Stop work and enforce PPE,Closed,1,12_High_Potential
12_H-038,2026-04-29,Maintenance Area,FCC-LINE-08,Routine Operation,Contractor,Worker entered noisy compressor area without hearing protection | Abnormal equipment vibration was reported but operation continued | Pump abnormal vibration inspection was postponed | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,4,Unsafe condition,Multiple casualties and major fire,High,Escalate recurring issue to HSE and management,In Progress,1,12_High_Potential
12_H-039,2025-07-29,VDU,P-101,Breakdown Maintenance,HSE,Worker worked at height without connecting safety harness | Welding continued near hydrocarbon equipment without adequate controls | Pressure gauge malfunction remained awaiting replacement | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,2,Unsafe act,Multiple casualties and major fire,High,Escalate recurring issue to HSE and management,Open,1,12_High_Potential
12_H-040,2024-09-10,Utilities,E-101,Breakdown Maintenance,Mechanical Maintenance,Technician performed grinding without face shield | Work continued after permit expiry | Hydrocarbon leakage from process pipeline flange remained pending for repair | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,3,Corrective action not closed,Explosion with multiple potential fatalities,High,Increase supervisory monitoring,Closed,1,12_High_Potential
12_H-041,2026-04-21,Loading Bay,TK-302,Inspection,Instrumentation,Worker bypassed mandatory PPE because task was considered short | Hot work continued before required gas test was completed | Gas detector gave intermittent readings and maintenance ticket remained open | Gas detector abnormal readings had generated repeated reports,True,True,True,True,0,Deferred maintenance,Major hydrocarbon release followed by flash fire,High,Complete overdue inspection,Closed,1,12_High_Potential
12_H-042,2025-11-14,Utilities,P-305,Routine Operation,Electrical Maintenance,Worker bypassed mandatory PPE because task was considered short | Work continued after permit expiry | Cooling-water restriction remained unresolved | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,3,Deferred maintenance,Toxic gas release affecting multiple workers,Critical,Stop work and enforce PPE,Overdue,1,12_High_Potential
12_H-043,2024-01-12,CDU,P-305,Work at Height,HSE,Worker entered process area without safety helmet | Abnormal equipment vibration was reported but operation continued | Emergency shutdown button was defective and replacement was delayed | Pump leakage had been reported twice previously,True,True,True,True,2,Corrective action not closed,Explosion with multiple potential fatalities,Critical,Increase supervisory monitoring,In Progress,1,12_High_Potential
12_H-044,2024-12-23,Hydrotreating Unit,V-215,Preventive Maintenance,Contractor,Worker removed gloves during maintenance and continued work | Hot work continued before required gas test was completed | Pressure gauge malfunction remained awaiting replacement | Gas detector abnormal readings had generated repeated reports,True,True,True,True,2,Deferred maintenance,Explosion with multiple potential fatalities,High,Review permit and JSA,Overdue,1,12_High_Potential
12_H-045,2025-09-12,Maintenance Area,GD-22,Confined Space,Operations,Worker bypassed mandatory PPE because task was considered short | Minor leakage was observed but work was allowed to continue | Damaged electrical cable received only temporary protection | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,1,Unsafe act,Major equipment rupture with fire escalation,Critical,Stop work and enforce PPE,In Progress,1,12_High_Potential
12_H-046,2024-08-25,Utilities,P-204,Routine Operation,HSE,Technician performed grinding without face shield | Work continued after permit expiry | Emergency shutdown button was defective and replacement was delayed | Loose flange had been reported during two previous rounds,True,True,True,True,1,Inadequate supervision,Toxic gas release affecting multiple workers,High,Stop work and enforce PPE,Open,1,12_High_Potential
12_H-047,2026-05-17,FCC,FCC-LINE-08,Inspection,Mechanical Maintenance,Worker selected unsuitable respiratory protection for task | Lifting operation continued despite unsafe weather conditions | Repeated mechanical seal leakage was deferred to shutdown | Pump leakage had been reported twice previously,True,True,True,True,1,Inadequate supervision,Toxic gas release affecting multiple workers,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-048,2025-11-26,Hydrogen Unit,P-101,Breakdown Maintenance,Operations,Maintenance worker handled chemical line without chemical-resistant gloves | Welding continued near hydrocarbon equipment without adequate controls | Pressure gauge malfunction remained awaiting replacement | Emergency shower low pressure had been reported repeatedly,True,True,True,True,4,Inadequate supervision,Multiple casualties and major fire,High,Increase supervisory monitoring,Overdue,1,12_High_Potential
12_H-049,2025-08-04,Sulfur Recovery Unit,V-110,Breakdown Maintenance,Operations,Worker entered noisy compressor area without hearing protection | Maintenance continued without confirmed isolation | Damaged electrical cable received only temporary protection | Oil accumulation near pump had generated repeated housekeeping complaints,True,True,True,True,1,Deferred maintenance,Major equipment rupture with fire escalation,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-050,2026-06-13,CDU,CDU-LINE-14,Work at Height,Operations,Worker bypassed mandatory PPE because task was considered short | Hot work continued before required gas test was completed | Pressure gauge malfunction remained awaiting replacement | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,2,Unsafe condition,Major hydrocarbon release followed by flash fire,Critical,Increase supervisory monitoring,Closed,1,12_High_Potential
12_H-051,2026-08-02,Maintenance Area,E-207,Hot Work,Instrumentation,Contractor used damaged safety shoes | Lifting operation continued despite unsafe weather conditions | Pump abnormal vibration inspection was postponed | Gas detector abnormal readings had generated repeated reports,True,True,True,True,2,Procedure not followed,Major equipment rupture with fire escalation,High,Stop work and enforce PPE,Open,1,12_High_Potential
12_H-052,2025-08-19,FCC,C-102,Work at Height,Contractor,Welder worked without fire-resistant clothing | Supervisor observed missing PPE but allowed work to continue | Hydrocarbon leakage from process pipeline flange remained pending for repair | Loose flange had been reported during two previous rounds,True,True,True,True,3,Unsafe act,Multiple casualties and major fire,Critical,Repair/replace defective equipment,Overdue,1,12_High_Potential
12_H-053,2024-03-15,Hydrotreating Unit,TK-302,Routine Operation,Operations,Worker entered noisy compressor area without hearing protection | Hot work continued before required gas test was completed | Gas detector gave intermittent readings and maintenance ticket remained open | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,4,Unsafe act,Major hydrocarbon release followed by flash fire,Critical,Review permit and JSA,In Progress,1,12_High_Potential
12_H-054,2025-10-27,Maintenance Area,GD-22,Confined Space,Contractor,Contractor used damaged safety shoes | Work continued after permit expiry | Pressure safety valve inspection was overdue | Poor lighting had been reported repeatedly,True,True,True,True,0,Equipment degradation,Major equipment rupture with fire escalation,High,Implement permanent corrective action,Open,1,12_High_Potential
12_H-055,2025-07-19,Tank Farm,P-204,Work at Height,Electrical Maintenance,Worker entered process area without safety helmet | Repeated contractor PPE violations were not escalated | Gas detector gave intermittent readings and maintenance ticket remained open | Gas detector abnormal readings had generated repeated reports,True,True,True,True,3,Unsafe condition,Multiple casualties and major fire,High,Complete overdue inspection,Overdue,1,12_High_Potential
12_H-056,2026-07-29,Hydrogen Unit,GD-22,Routine Operation,Operations,Maintenance worker handled chemical line without chemical-resistant gloves | Welding continued near hydrocarbon equipment without adequate controls | Pump abnormal vibration inspection was postponed | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,0,Unsafe act,Multiple casualties and major fire,High,Repair/replace defective equipment,Overdue,1,12_High_Potential
12_H-057,2024-07-03,VDU,FCC-LINE-08,Preventive Maintenance,Operations,Worker entered process area without safety helmet | Lifting operation continued despite unsafe weather conditions | Cooling-water restriction remained unresolved | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,1,Inadequate supervision,Toxic gas release affecting multiple workers,Critical,Escalate recurring issue to HSE and management,In Progress,1,12_High_Potential
12_H-058,2025-05-21,Loading Bay,E-207,Preventive Maintenance,Operations,Maintenance worker handled chemical line without chemical-resistant gloves | Work continued after permit expiry | Pressure safety valve inspection was overdue | Loose flange had been reported during two previous rounds,True,True,True,True,4,Inadequate supervision,Explosion with multiple potential fatalities,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-059,2024-10-13,CDU,C-102,Material Handling,Contractor,Maintenance worker handled chemical line without chemical-resistant gloves | Maintenance continued without confirmed isolation | Damaged electrical cable received only temporary protection | Poor lighting had been reported repeatedly,True,True,True,True,2,Corrective action not closed,Major hydrocarbon release followed by flash fire,Critical,Review permit and JSA,Open,1,12_High_Potential
12_H-060,2024-01-22,Maintenance Area,V-215,Material Handling,Operations,Worker entered process area without safety helmet | Confined-space work continued without continuous attendant supervision | Pressure safety valve inspection was overdue | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,3,Corrective action not closed,Explosion with multiple potential fatalities,High,Review permit and JSA,Overdue,1,12_High_Potential
12_H-061,2025-03-30,Sulfur Recovery Unit,P-101,Work at Height,Electrical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Welding continued near hydrocarbon equipment without adequate controls | Gas detector gave intermittent readings and maintenance ticket remained open | Gas detector abnormal readings had generated repeated reports,True,True,True,True,3,Corrective action not closed,Major equipment rupture with fire escalation,High,Increase supervisory monitoring,In Progress,1,12_High_Potential
12_H-062,2026-02-14,Loading Bay,E-101,Confined Space,HSE,Worker entered noisy compressor area without hearing protection | Abnormal equipment vibration was reported but operation continued | Gas detector gave intermittent readings and maintenance ticket remained open | Emergency shower low pressure had been reported repeatedly,True,True,True,True,0,Equipment degradation,Explosion with multiple potential fatalities,Critical,Escalate recurring issue to HSE and management,Closed,1,12_High_Potential
12_H-063,2024-06-15,Hydrotreating Unit,V-110,Confined Space,Operations,Worker selected unsuitable respiratory protection for task | Welding continued near hydrocarbon equipment without adequate controls | Pressure gauge malfunction remained awaiting replacement | Pump leakage had been reported twice previously,True,True,True,True,2,Procedure not followed,Major equipment rupture with fire escalation,High,Complete overdue inspection,Closed,1,12_High_Potential
12_H-064,2024-10-02,Tank Farm,P-101,Material Handling,Operations,Worker bypassed mandatory PPE because task was considered short | Supervisor observed missing PPE but allowed work to continue | Pump abnormal vibration inspection was postponed | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,4,Deferred maintenance,Toxic gas release affecting multiple workers,High,Stop work and enforce PPE,Closed,1,12_High_Potential
12_H-065,2025-05-06,Hydrotreating Unit,PSV-114,Hot Work,Electrical Maintenance,Contractor used damaged safety shoes | Supervisor observed missing PPE but allowed work to continue | Repeated mechanical seal leakage was deferred to shutdown | Compressor abnormal vibration had been reported three times,True,True,True,True,2,Corrective action not closed,Major hydrocarbon release followed by flash fire,Critical,Review permit and JSA,In Progress,1,12_High_Potential
12_H-066,2024-08-20,Sulfur Recovery Unit,P-101,Inspection,Operations,Worker worked at height without connecting safety harness | Abnormal equipment vibration was reported but operation continued | Hydrocarbon leakage from process pipeline flange remained pending for repair | Poor lighting had been reported repeatedly,True,True,True,True,0,Equipment degradation,Major equipment rupture with fire escalation,Critical,Complete overdue inspection,Closed,1,12_High_Potential
12_H-067,2024-01-17,Loading Bay,P-204,Inspection,Mechanical Maintenance,Worker removed gloves during maintenance and continued work | Supervisor observed missing PPE but allowed work to continue | Repeated mechanical seal leakage was deferred to shutdown | Poor lighting had been reported repeatedly,True,True,True,True,2,Inadequate supervision,Multiple casualties and major fire,Critical,Escalate recurring issue to HSE and management,Closed,1,12_High_Potential
12_H-068,2026-04-29,Utilities,FCC-LINE-08,Work at Height,Instrumentation,Technician performed grinding without face shield | Repeated contractor PPE violations were not escalated | Pressure safety valve inspection was overdue | Gas detector abnormal readings had generated repeated reports,True,True,True,True,0,Inadequate supervision,Explosion with multiple potential fatalities,Critical,Escalate recurring issue to HSE and management,Open,1,12_High_Potential
12_H-069,2024-06-13,Loading Bay,TK-302,Work at Height,Mechanical Maintenance,Worker entered process area without safety helmet | Confined-space work continued without continuous attendant supervision | Pressure gauge malfunction remained awaiting replacement | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,0,Deferred maintenance,Explosion with multiple potential fatalities,High,Increase supervisory monitoring,Open,1,12_High_Potential
12_H-070,2025-11-03,CDU,CDU-LINE-14,Material Handling,Contractor,Contractor used damaged safety shoes | Hot work continued before required gas test was completed | Pump abnormal vibration inspection was postponed | Poor lighting had been reported repeatedly,True,True,True,True,4,Procedure not followed,Major equipment rupture with fire escalation,High,Escalate recurring issue to HSE and management,Overdue,1,12_High_Potential
12_H-071,2024-11-20,Sulfur Recovery Unit,TK-302,Preventive Maintenance,Contractor,Maintenance worker handled chemical line without chemical-resistant gloves | Abnormal equipment vibration was reported but operation continued | Pressure safety valve inspection was overdue | Poor lighting had been reported repeatedly,True,True,True,True,2,Unsafe condition,Toxic gas release affecting multiple workers,High,Review permit and JSA,Overdue,1,12_High_Potential
12_H-072,2025-01-05,Utilities,C-102,Breakdown Maintenance,HSE,Worker entered noisy compressor area without hearing protection | Minor leakage was observed but work was allowed to continue | Damaged electrical cable received only temporary protection | Compressor abnormal vibration had been reported three times,True,True,True,True,2,Unsafe condition,Toxic gas release affecting multiple workers,High,Increase supervisory monitoring,Overdue,1,12_High_Potential
12_H-073,2025-11-21,Loading Bay,P-305,Material Handling,Contractor,Worker bypassed mandatory PPE because task was considered short | Confined-space work continued without continuous attendant supervision | Pressure safety valve inspection was overdue | Loose flange had been reported during two previous rounds,True,True,True,True,2,Corrective action not closed,Toxic gas release affecting multiple workers,Critical,Repair/replace defective equipment,In Progress,1,12_High_Potential
12_H-074,2026-06-16,Utilities,P-101,Breakdown Maintenance,Operations,Worker entered process area without safety helmet | Maintenance continued without confirmed isolation | Pump abnormal vibration inspection was postponed | Emergency shower low pressure had been reported repeatedly,True,True,True,True,2,Unsafe condition,Multiple casualties and major fire,High,Escalate recurring issue to HSE and management,Overdue,1,12_High_Potential
